,dia,variable,value
7467,2015-02-15,ne,9076
7468,2015-02-16,ne,9064
7469,2015-02-17,ne,9067
7470,2015-02-18,ne,9745
7471,2015-02-19,ne,10410
7472,2015-02-20,ne,10303
7473,2015-02-21,ne,9688
7474,2015-02-22,ne,8791
7475,2015-02-23,ne,9796
7476,2015-02-24,ne,9982
7477,2015-02-25,ne,10023
7478,2015-02-26,ne,10256
7479,2015-02-27,ne,10492
7480,2015-02-28,ne,9990
7481,2015-03-01,ne,9153
7482,2015-03-02,ne,10148
7483,2015-03-03,ne,10231
7484,2015-03-04,ne,10273
7485,2015-03-05,ne,10410
7486,2015-03-06,ne,9971
7487,2015-03-07,ne,9416
7488,2015-03-08,ne,8808
7489,2015-03-09,ne,9987
7490,2015-03-10,ne,10178
7491,2015-03-11,ne,10358
7492,2015-03-12,ne,10480
7493,2015-03-13,ne,10516
7494,2015-03-14,ne,9972
7495,2015-03-15,ne,9288
7496,2015-03-16,ne,10536
7497,2015-03-17,ne,10561
7498,2015-03-18,ne,10586
7499,2015-03-19,ne,10364
7500,2015-03-20,ne,10476
7501,2015-03-21,ne,9855
7502,2015-03-22,ne,8993
7503,2015-03-23,ne,10056
7504,2015-03-24,ne,10194
7505,2015-03-25,ne,10112
7506,2015-03-26,ne,10384
7507,2015-03-27,ne,10433
7508,2015-03-28,ne,9966
7509,2015-03-29,ne,9261
7510,2015-03-30,ne,10369
7511,2015-03-31,ne,10484
7512,2015-04-01,ne,10471
7513,2015-04-02,ne,10187
7514,2015-04-03,ne,8691
7515,2015-04-04,ne,9284
7516,2015-04-05,ne,9188
7517,2015-04-06,ne,10693
7518,2015-04-07,ne,10916
7519,2015-04-08,ne,10676
7520,2015-04-09,ne,10409
7521,2015-04-10,ne,10398
7522,2015-04-11,ne,9811
7523,2015-04-12,ne,9082
7524,2015-04-13,ne,10267
7525,2015-04-14,ne,10400
7526,2015-04-15,ne,10322
7527,2015-04-16,ne,10470
7528,2015-04-17,ne,10549
7529,2015-04-18,ne,10028
7530,2015-04-19,ne,9269
7531,2015-04-20,ne,10314
7532,2015-04-21,ne,9603
7533,2015-04-22,ne,10546
7534,2015-04-23,ne,10360
7535,2015-04-24,ne,10286
7536,2015-04-25,ne,9878
7537,2015-04-26,ne,9072
7538,2015-04-27,ne,10030
7539,2015-04-28,ne,10308
7540,2015-04-29,ne,10348
7541,2015-04-30,ne,10208
7542,2015-05-01,ne,8784
7543,2015-05-02,ne,9206
7544,2015-05-03,ne,8709
7545,2015-05-04,ne,9859
7546,2015-05-05,ne,10158
7547,2015-05-06,ne,10396
7548,2015-05-07,ne,10364
7549,2015-05-08,ne,10479
7550,2015-05-09,ne,9707
7551,2015-05-10,ne,8762
7552,2015-05-11,ne,10022
7553,2015-05-12,ne,10229
7554,2015-05-13,ne,10257
7555,2015-05-14,ne,10172
7556,2015-05-15,ne,10155
7557,2015-05-16,ne,9607
7558,2015-05-17,ne,8886
7559,2015-05-18,ne,10010
7560,2015-05-19,ne,10210
7561,2015-05-20,ne,10186
7562,2015-05-21,ne,10121
7563,2015-05-22,ne,10027
7564,2015-05-23,ne,9567
7565,2015-05-24,ne,8867
7566,2015-05-25,ne,9993
7567,2015-05-26,ne,10175
7568,2015-05-27,ne,10245
